// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 6 benchmark(s) in total *****
// ***** Building 2 exe(s) in Parallel: Start   *****
// ***** Done, took 00:00:26 (26.82 sec)   *****
// Found 6 benchmarks:
//   PoolingBenchmark.VersionObjectArray: Job-MBHICT(Runtime=.NET Core 2.1)
//   PoolingBenchmark.VersionClassArrayPool: Job-MBHICT(Runtime=.NET Core 2.1)
//   PoolingBenchmark.VersionStructStackalloc: Job-MBHICT(Runtime=.NET Core 2.1)
//   PoolingBenchmark.VersionObjectArray: RyuJitX64(Jit=RyuJit, Platform=X64)
//   PoolingBenchmark.VersionClassArrayPool: RyuJitX64(Jit=RyuJit, Platform=X64)
//   PoolingBenchmark.VersionStructStackalloc: RyuJitX64(Jit=RyuJit, Platform=X64)

// **************************
// Benchmark: PoolingBenchmark.VersionObjectArray: Job-MBHICT(Runtime=.NET Core 2.1)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "6a9fd7b4-6579-41ba-8aa2-7f780dc7a0cd.dll" --benchmarkName "bench101.PoolingBenchmark.VersionObjectArray" --job "Runtime=.NET Core 2.1" --benchmarkId 0 in C:\Users\maxkp\source\repos\bench101\bench.core\bin\Release\netcoreapp2.1\6a9fd7b4-6579-41ba-8aa2-7f780dc7a0cd\bin\Release\netcoreapp2.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.1.15 (CoreCLR 4.6.28325.01, CoreFX 4.6.28327.02), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadActual   8: 524288 op, 2021861.59 ns, 3.8564 ns/op
OverheadActual   9: 524288 op, 2000479.81 ns, 3.8156 ns/op
OverheadActual  10: 524288 op, 2020578.69 ns, 3.8539 ns/op
OverheadActual  11: 524288 op, 2153145.75 ns, 4.1068 ns/op
OverheadActual  12: 524288 op, 1986795.46 ns, 3.7895 ns/op
OverheadActual  13: 524288 op, 2329759.30 ns, 4.4437 ns/op
OverheadActual  14: 524288 op, 2029559.03 ns, 3.8711 ns/op
OverheadActual  15: 524288 op, 1997486.36 ns, 3.8099 ns/op

WorkloadWarmup   1: 524288 op, 659734121.78 ns, 1.2583 us/op
WorkloadWarmup   2: 524288 op, 650181167.86 ns, 1.2401 us/op
WorkloadWarmup   3: 524288 op, 654216338.34 ns, 1.2478 us/op
WorkloadWarmup   4: 524288 op, 676649679.55 ns, 1.2906 us/op
WorkloadWarmup   5: 524288 op, 655989315.95 ns, 1.2512 us/op
WorkloadWarmup   6: 524288 op, 654419465.29 ns, 1.2482 us/op
WorkloadWarmup   7: 524288 op, 655212301.88 ns, 1.2497 us/op
WorkloadWarmup   8: 524288 op, 655669444.45 ns, 1.2506 us/op
WorkloadWarmup   9: 524288 op, 649713762.04 ns, 1.2392 us/op

// BeforeActualRun
WorkloadActual   1: 524288 op, 650136266.12 ns, 1.2400 us/op
WorkloadActual   2: 524288 op, 653489785.28 ns, 1.2464 us/op
WorkloadActual   3: 524288 op, 653471824.58 ns, 1.2464 us/op
WorkloadActual   4: 524288 op, 658942995.73 ns, 1.2568 us/op
WorkloadActual   5: 524288 op, 649091979.74 ns, 1.2380 us/op
WorkloadActual   6: 524288 op, 648730199.93 ns, 1.2374 us/op
WorkloadActual   7: 524288 op, 659104214.39 ns, 1.2571 us/op
WorkloadActual   8: 524288 op, 656858699.33 ns, 1.2529 us/op
WorkloadActual   9: 524288 op, 652560960.54 ns, 1.2447 us/op
WorkloadActual  10: 524288 op, 650167055.89 ns, 1.2401 us/op
WorkloadActual  11: 524288 op, 658578222.48 ns, 1.2561 us/op
WorkloadActual  12: 524288 op, 660846829.87 ns, 1.2605 us/op
WorkloadActual  13: 524288 op, 649447345.00 ns, 1.2387 us/op
WorkloadActual  14: 524288 op, 650453999.44 ns, 1.2406 us/op
WorkloadActual  15: 524288 op, 651866052.52 ns, 1.2433 us/op

// AfterActualRun
WorkloadResult   1: 524288 op, 648135786.31 ns, 1.2362 us/op
WorkloadResult   2: 524288 op, 651489305.47 ns, 1.2426 us/op
WorkloadResult   3: 524288 op, 651471344.77 ns, 1.2426 us/op
WorkloadResult   4: 524288 op, 656942515.93 ns, 1.2530 us/op
WorkloadResult   5: 524288 op, 647091499.93 ns, 1.2342 us/op
WorkloadResult   6: 524288 op, 646729720.13 ns, 1.2335 us/op
WorkloadResult   7: 524288 op, 657103734.59 ns, 1.2533 us/op
WorkloadResult   8: 524288 op, 654858219.52 ns, 1.2490 us/op
WorkloadResult   9: 524288 op, 650560480.73 ns, 1.2408 us/op
WorkloadResult  10: 524288 op, 648166576.08 ns, 1.2363 us/op
WorkloadResult  11: 524288 op, 656577742.67 ns, 1.2523 us/op
WorkloadResult  12: 524288 op, 658846350.07 ns, 1.2566 us/op
WorkloadResult  13: 524288 op, 647446865.20 ns, 1.2349 us/op
WorkloadResult  14: 524288 op, 648453519.63 ns, 1.2368 us/op
WorkloadResult  15: 524288 op, 649865572.72 ns, 1.2395 us/op
GC:  0 0 0 0 524288
Threading:  0 0 524288

// AfterAll
// Benchmark Process 9836 has exited with code 0

Mean = 1.2428 us, StdErr = 0.0021 us (0.17%); N = 15, StdDev = 0.0080 us
Min = 1.2335 us, Q1 = 1.2362 us, Median = 1.2408 us, Q3 = 1.2523 us, Max = 1.2566 us
IQR = 0.0161 us, LowerFence = 1.2121 us, UpperFence = 1.2765 us
ConfidenceInterval = [1.2343 us; 1.2513 us] (CI 99.9%), Margin = 0.0085 us (0.69% of Mean)
Skewness = 0.43, Kurtosis = 1.49, MValue = 2

// **************************
// Benchmark: PoolingBenchmark.VersionObjectArray: RyuJitX64(Jit=RyuJit, Platform=X64)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "8c29b1fe-8e70-4552-8f02-a281e75e570d.dll" --benchmarkName "bench101.PoolingBenchmark.VersionObjectArray" --job "RyuJitX64" --benchmarkId 0 in C:\Users\maxkp\source\repos\bench101\bench.core\bin\Release\netcoreapp2.1\8c29b1fe-8e70-4552-8f02-a281e75e570d\bin\Release\netcoreapp2.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.1.15 (CoreCLR 4.6.28325.01, CoreFX 4.6.28327.02), X64 RyuJIT
// GC=Concurrent Workstation
// Job: RyuJitX64(Jit=RyuJit, Platform=X64)

OverheadJitting  1: 1 op, 845863.42 ns, 845.8634 us/op
WorkloadJitting  1: 1 op, 3401414.36 ns, 3.4014 ms/op

OverheadJitting  2: 16 op, 1421033.43 ns, 88.8146 us/op
WorkloadJitting  2: 16 op, 1591660.08 ns, 99.4788 us/op

WorkloadPilot    1: 16 op, 15822.52 ns, 988.9076 ns/op
WorkloadPilot    2: 32 op, 21381.79 ns, 668.1808 ns/op
WorkloadPilot    3: 64 op, 28651.59 ns, 447.6811 ns/op
WorkloadPilot    4: 128 op, 62862.45 ns, 491.1129 ns/op
WorkloadPilot    5: 256 op, 125297.26 ns, 489.4424 ns/op
WorkloadPilot    6: 512 op, 281384.29 ns, 549.5787 ns/op
WorkloadPilot    7: 1024 op, 630335.02 ns, 615.5615 ns/op
WorkloadPilot    8: 2048 op, 1214485.39 ns, 593.0104 ns/op
WorkloadPilot    9: 4096 op, 2650486.07 ns, 647.0913 ns/op
WorkloadPilot   10: 8192 op, 4714683.60 ns, 575.5229 ns/op
WorkloadPilot   11: 16384 op, 7449413.90 ns, 454.6761 ns/op
WorkloadPilot   12: 32768 op, 14850077.34 ns, 453.1884 ns/op
WorkloadPilot   13: 65536 op, 30448089.52 ns, 464.6010 ns/op
WorkloadPilot   14: 131072 op, 58979943.46 ns, 449.9813 ns/op
WorkloadPilot   15: 262144 op, 116613262.09 ns, 444.8443 ns/op
WorkloadPilot   16: 524288 op, 232619281.50 ns, 443.6861 ns/op
WorkloadPilot   17: 1048576 op, 459771668.19 ns, 438.4724 ns/op
WorkloadPilot   18: 2097152 op, 926456067.49 ns, 441.7687 ns/op

OverheadWarmup   1: 2097152 op, 8090012.18 ns, 3.8576 ns/op
OverheadWarmup   2: 2097152 op, 7931786.97 ns, 3.7822 ns/op
OverheadWarmup   3: 2097152 op, 8140473.20 ns, 3.8817 ns/op
OverheadWarmup   4: 2097152 op, 7930076.43 ns, 3.7814 ns/op
OverheadWarmup   5: 2097152 op, 8240539.95 ns, 3.9294 ns/op
OverheadWarmup   6: 2097152 op, 8022018.11 ns, 3.8252 ns/op

OverheadActual   1: 2097152 op, 7877049.60 ns, 3.7561 ns/op
OverheadActual   2: 2097152 op, 7872345.61 ns, 3.7538 ns/op
OverheadActual   3: 2097152 op, 7868496.89 ns, 3.7520 ns/op
OverheadActual   4: 2097152 op, 7913826.27 ns, 3.7736 ns/op
OverheadActual   5: 2097152 op, 7883036.50 ns, 3.7589 ns/op
