// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 2 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\maxkp\source\repos\bench101\bench.core\bin\Release\netcoreapp2.1\df61a62c-8c66-4ffa-8f83-c6adda358175
// command took 4.17s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\maxkp\source\repos\bench101\bench.core\bin\Release\netcoreapp2.1\df61a62c-8c66-4ffa-8f83-c6adda358175
// command took 16.26s and exited with 1
// start dotnet build -c Release  --no-restore --no-dependencies /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\maxkp\source\repos\bench101\bench.core\bin\Release\netcoreapp2.1\df61a62c-8c66-4ffa-8f83-c6adda358175
// command took 3.98s and exited with 0
// ***** Done, took 00:00:24 (24.75 sec)   *****
// Found 2 benchmarks:
//   SIMDBenchmark.Sum: DefaultJob
//   SIMDBenchmark.SumUnrolled: DefaultJob

// **************************
// Benchmark: SIMDBenchmark.Sum: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "df61a62c-8c66-4ffa-8f83-c6adda358175.dll" --benchmarkName "bench.core.SIMD.SIMDBenchmark.Sum" --job "Default" --benchmarkId 0 in C:\Users\maxkp\source\repos\bench101\bench.core\bin\Release\netcoreapp2.1\df61a62c-8c66-4ffa-8f83-c6adda358175\bin\Release\netcoreapp2.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.1.15 (CoreCLR 4.6.28325.01, CoreFX 4.6.28327.02), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

WorkloadResult   6: 8388608 op, 504342854.36 ns, 60.1224 ns/op
WorkloadResult   7: 8388608 op, 506854786.46 ns, 60.4218 ns/op
WorkloadResult   8: 8388608 op, 510329754.17 ns, 60.8360 ns/op
WorkloadResult   9: 8388608 op, 502604087.60 ns, 59.9151 ns/op
WorkloadResult  10: 8388608 op, 504958222.13 ns, 60.1957 ns/op
WorkloadResult  11: 8388608 op, 502439020.22 ns, 59.8954 ns/op
WorkloadResult  12: 8388608 op, 507235809.87 ns, 60.4672 ns/op
WorkloadResult  13: 8388608 op, 505074539.04 ns, 60.2096 ns/op
WorkloadResult  14: 8388608 op, 505459838.81 ns, 60.2555 ns/op
WorkloadResult  15: 8388608 op, 502400533.01 ns, 59.8908 ns/op

// AfterAll
// Benchmark Process 9532 has exited with code 0

Mean = 60.1952 ns, StdErr = 0.0743 ns (0.12%); N = 15, StdDev = 0.2878 ns
Min = 59.7858 ns, Q1 = 59.9151 ns, Median = 60.1987 ns, Q3 = 60.4218 ns, Max = 60.8360 ns
IQR = 0.5067 ns, LowerFence = 59.1550 ns, UpperFence = 61.1819 ns
ConfidenceInterval = [59.8876 ns; 60.5029 ns] (CI 99.9%), Margin = 0.3077 ns (0.51% of Mean)
Skewness = 0.49, Kurtosis = 2.39, MValue = 2

// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\bench.core.SIMD.SIMDBenchmark-report.csv
  BenchmarkDotNet.Artifacts\results\bench.core.SIMD.SIMDBenchmark-report-github.md
  BenchmarkDotNet.Artifacts\results\bench.core.SIMD.SIMDBenchmark-report.html

// * Detailed results *
SIMDBenchmark.Sum: DefaultJob
Runtime = .NET Core 2.1.15 (CoreCLR 4.6.28325.01, CoreFX 4.6.28327.02), X64 RyuJIT; GC = Concurrent Workstation
Mean = 96.4150 ns, StdErr = 0.0584 ns (0.06%); N = 12, StdDev = 0.2024 ns
Min = 96.0554 ns, Q1 = 96.2489 ns, Median = 96.4317 ns, Q3 = 96.5787 ns, Max = 96.7079 ns
IQR = 0.3297 ns, LowerFence = 95.7543 ns, UpperFence = 97.0733 ns
ConfidenceInterval = [96.1557 ns; 96.6742 ns] (CI 99.9%), Margin = 0.2592 ns (0.27% of Mean)
Skewness = -0.22, Kurtosis = 1.57, MValue = 2
-------------------- Histogram --------------------
[95.978 ns ; 96.785 ns) | @@@@@@@@@@@@
---------------------------------------------------

SIMDBenchmark.SumUnrolled: DefaultJob
Runtime = .NET Core 2.1.15 (CoreCLR 4.6.28325.01, CoreFX 4.6.28327.02), X64 RyuJIT; GC = Concurrent Workstation
Mean = 60.1952 ns, StdErr = 0.0743 ns (0.12%); N = 15, StdDev = 0.2878 ns
Min = 59.7858 ns, Q1 = 59.9151 ns, Median = 60.1987 ns, Q3 = 60.4218 ns, Max = 60.8360 ns
IQR = 0.5067 ns, LowerFence = 59.1550 ns, UpperFence = 61.1819 ns
ConfidenceInterval = [59.8876 ns; 60.5029 ns] (CI 99.9%), Margin = 0.3077 ns (0.51% of Mean)
Skewness = 0.49, Kurtosis = 2.39, MValue = 2
-------------------- Histogram --------------------
[59.684 ns ; 60.938 ns) | @@@@@@@@@@@@@@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.12.0, OS=Windows 10.0.16299.125 (1709/FallCreatorsUpdate/Redstone3)
Intel Core i7-3517U CPU 1.90GHz (Ivy Bridge), 1 CPU, 4 logical and 2 physical cores
Frequency=2338439 Hz, Resolution=427.6357 ns, Timer=TSC
.NET Core SDK=3.1.101
  [Host]     : .NET Core 2.1.15 (CoreCLR 4.6.28325.01, CoreFX 4.6.28327.02), X64 RyuJIT
  DefaultJob : .NET Core 2.1.15 (CoreCLR 4.6.28325.01, CoreFX 4.6.28327.02), X64 RyuJIT


|      Method |     Mean |    Error |   StdDev |
|------------ |---------:|---------:|---------:|
|         Sum | 96.41 ns | 0.259 ns | 0.202 ns |
| SumUnrolled | 60.20 ns | 0.308 ns | 0.288 ns |

// * Hints *
Outliers
  SIMDBenchmark.Sum: Default -> 3 outliers were removed (102.57 ns..108.97 ns)

// * Legends *
  Mean   : Arithmetic mean of all measurements
  Error  : Half of 99.9% confidence interval
  StdDev : Standard deviation of all measurements
  1 ns   : 1 Nanosecond (0.000000001 sec)

// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:00:38 (38.81 sec), executed benchmarks: 2

Global total time: 00:01:03 (63.59 sec), executed benchmarks: 2
// * Artifacts cleanup *
