// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 4 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\maxkp\source\repos\bench101\bench.core\bin\Release\netcoreapp2.1\0110b9ad-8c2c-43b5-8595-08793b5f422e
// command took 3.1s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\maxkp\source\repos\bench101\bench.core\bin\Release\netcoreapp2.1\0110b9ad-8c2c-43b5-8595-08793b5f422e
// command took 15.38s and exited with 1
// start dotnet build -c Release  --no-restore --no-dependencies /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\maxkp\source\repos\bench101\bench.core\bin\Release\netcoreapp2.1\0110b9ad-8c2c-43b5-8595-08793b5f422e
// command took 4.95s and exited with 0
// ***** Done, took 00:00:23 (23.73 sec)   *****
// Found 4 benchmarks:
//   BuilderBenchmark.GetConcatenated: Job-QKUBET(Runtime=.NET Core 3.1) [Count=1000]
//   BuilderBenchmark.GetBuilder: Job-QKUBET(Runtime=.NET Core 3.1) [Count=1000]
//   BuilderBenchmark.GetConcatenated: Job-QKUBET(Runtime=.NET Core 3.1) [Count=100000]
//   BuilderBenchmark.GetBuilder: Job-QKUBET(Runtime=.NET Core 3.1) [Count=100000]

// **************************
// Benchmark: BuilderBenchmark.GetConcatenated: Job-QKUBET(Runtime=.NET Core 3.1) [Count=1000]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "0110b9ad-8c2c-43b5-8595-08793b5f422e.dll" --benchmarkName "bench.core.BuilderBenchmark.GetConcatenated(Count: 1000)" --job "Runtime=.NET Core 3.1" --benchmarkId 0 in C:\Users\maxkp\source\repos\bench101\bench.core\bin\Release\netcoreapp2.1\0110b9ad-8c2c-43b5-8595-08793b5f422e\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.1 (CoreCLR 4.700.19.60701, CoreFX 4.700.19.60801), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

WorkloadActual  65: 1 op, 466761801.36 ns, 466.7618 ms/op
WorkloadActual  66: 1 op, 461144806.43 ns, 461.1448 ms/op
WorkloadActual  67: 1 op, 488542570.49 ns, 488.5426 ms/op
WorkloadActual  68: 1 op, 565031630.07 ns, 565.0316 ms/op
WorkloadActual  69: 1 op, 511158939.79 ns, 511.1589 ms/op
WorkloadActual  70: 1 op, 495140561.72 ns, 495.1406 ms/op
WorkloadActual  71: 1 op, 550844388.07 ns, 550.8444 ms/op
WorkloadActual  72: 1 op, 547922780.97 ns, 547.9228 ms/op
WorkloadActual  73: 1 op, 501389602.21 ns, 501.3896 ms/op
WorkloadActual  74: 1 op, 515793655.51 ns, 515.7937 ms/op
WorkloadActual  75: 1 op, 499313858.52 ns, 499.3139 ms/op
WorkloadActual  76: 1 op, 494751413.23 ns, 494.7514 ms/op
WorkloadActual  77: 1 op, 577301781.23 ns, 577.3018 ms/op
WorkloadActual  78: 1 op, 486463405.72 ns, 486.4634 ms/op
WorkloadActual  79: 1 op, 610005649.07 ns, 610.0056 ms/op
WorkloadActual  80: 1 op, 614513784.62 ns, 614.5138 ms/op
WorkloadActual  81: 1 op, 493114423.77 ns, 493.1144 ms/op
WorkloadActual  82: 1 op, 566021179.09 ns, 566.0212 ms/op
WorkloadActual  83: 1 op, 580391449.17 ns, 580.3914 ms/op
WorkloadActual  84: 1 op, 689669903.73 ns, 689.6699 ms/op
WorkloadActual  85: 1 op, 658558551.24 ns, 658.5586 ms/op
WorkloadActual  86: 1 op, 591053690.09 ns, 591.0537 ms/op
WorkloadActual  87: 1 op, 468926493.27 ns, 468.9265 ms/op
WorkloadActual  88: 1 op, 516738302.77 ns, 516.7383 ms/op
WorkloadActual  89: 1 op, 469677849.20 ns, 469.6778 ms/op
WorkloadActual  90: 1 op, 481266776.68 ns, 481.2668 ms/op
WorkloadActual  91: 1 op, 477220060.05 ns, 477.2201 ms/op
WorkloadActual  92: 1 op, 523757515.16 ns, 523.7575 ms/op
WorkloadActual  93: 1 op, 532223846.76 ns, 532.2238 ms/op
WorkloadActual  94: 1 op, 604239836.92 ns, 604.2398 ms/op
WorkloadActual  95: 1 op, 470436474.93 ns, 470.4365 ms/op
WorkloadActual  96: 1 op, 483924104.93 ns, 483.9241 ms/op
WorkloadActual  97: 1 op, 546385002.99 ns, 546.3850 ms/op
WorkloadActual  98: 1 op, 478224576.31 ns, 478.2246 ms/op
WorkloadActual  99: 1 op, 484757566.91 ns, 484.7576 ms/op
WorkloadActual  100: 1 op, 495507900.78 ns, 495.5079 ms/op

// AfterActualRun
WorkloadResult   1: 1 op, 686585367.42 ns, 686.5854 ms/op
WorkloadResult   2: 1 op, 728547120.54 ns, 728.5471 ms/op
WorkloadResult   3: 1 op, 783709132.46 ns, 783.7091 ms/op
WorkloadResult   4: 1 op, 612414520.97 ns, 612.4145 ms/op
WorkloadResult   5: 1 op, 597519114.25 ns, 597.5191 ms/op
WorkloadResult   6: 1 op, 535348580.83 ns, 535.3486 ms/op
WorkloadResult   7: 1 op, 567344711.58 ns, 567.3447 ms/op
WorkloadResult   8: 1 op, 539491943.13 ns, 539.4919 ms/op
WorkloadResult   9: 1 op, 490049558.70 ns, 490.0496 ms/op
WorkloadResult  10: 1 op, 626449524.66 ns, 626.4495 ms/op
WorkloadResult  11: 1 op, 701199817.49 ns, 701.1998 ms/op
WorkloadResult  12: 1 op, 669048882.61 ns, 669.0489 ms/op
WorkloadResult  13: 1 op, 667094587.46 ns, 667.0946 ms/op
WorkloadResult  14: 1 op, 627137590.50 ns, 627.1376 ms/op
WorkloadResult  15: 1 op, 575535218.15 ns, 575.5352 ms/op
WorkloadResult  16: 1 op, 560592343.87 ns, 560.5923 ms/op
WorkloadResult  17: 1 op, 683115531.34 ns, 683.1155 ms/op
WorkloadResult  18: 1 op, 740629111.98 ns, 740.6291 ms/op
WorkloadResult  19: 1 op, 741103359.98 ns, 741.1034 ms/op
WorkloadResult  20: 1 op, 684569920.36 ns, 684.5699 ms/op
WorkloadResult  21: 1 op, 597278355.35 ns, 597.2784 ms/op
WorkloadResult  22: 1 op, 655748557.05 ns, 655.7486 ms/op
WorkloadResult  23: 1 op, 549312596.99 ns, 549.3126 ms/op
WorkloadResult  24: 1 op, 537493601.50 ns, 537.4936 ms/op
WorkloadResult  25: 1 op, 654326240.71 ns, 654.3262 ms/op
WorkloadResult  26: 1 op, 515820168.92 ns, 515.8202 ms/op
WorkloadResult  27: 1 op, 582603608.65 ns, 582.6036 ms/op
WorkloadResult  28: 1 op, 586461310.30 ns, 586.4613 ms/op
WorkloadResult  29: 1 op, 666425337.59 ns, 666.4253 ms/op
WorkloadResult  30: 1 op, 603066404.55 ns, 603.0664 ms/op
WorkloadResult  31: 1 op, 663737219.57 ns, 663.7372 ms/op
WorkloadResult  32: 1 op, 612435047.48 ns, 612.4350 ms/op
WorkloadResult  33: 1 op, 548544990.91 ns, 548.5450 ms/op
WorkloadResult  34: 1 op, 594646685.25 ns, 594.6467 ms/op
WorkloadResult  35: 1 op, 739342783.80 ns, 739.3428 ms/op
WorkloadResult  36: 1 op, 695434005.33 ns, 695.4340 ms/op
WorkloadResult  37: 1 op, 736522526.35 ns, 736.5225 ms/op
WorkloadResult  38: 1 op, 533286521.48 ns, 533.2865 ms/op
WorkloadResult  39: 1 op, 588330078.31 ns, 588.3301 ms/op
WorkloadResult  40: 1 op, 571306756.34 ns, 571.3068 ms/op
WorkloadResult  41: 1 op, 700079411.95 ns, 700.0794 ms/op
WorkloadResult  42: 1 op, 672902735.54 ns, 672.9027 ms/op
WorkloadResult  43: 1 op, 682637434.63 ns, 682.6374 ms/op
WorkloadResult  44: 1 op, 626493143.50 ns, 626.4931 ms/op
WorkloadResult  45: 1 op, 520122611.71 ns, 520.1226 ms/op
WorkloadResult  46: 1 op, 621679248.42 ns, 621.6792 ms/op
WorkloadResult  47: 1 op, 480665093.25 ns, 480.6651 ms/op
WorkloadResult  48: 1 op, 498489376.89 ns, 498.4894 ms/op
WorkloadResult  49: 1 op, 515285624.30 ns, 515.2856 ms/op
WorkloadResult  50: 1 op, 500850353.59 ns, 500.8504 ms/op
WorkloadResult  51: 1 op, 530187445.56 ns, 530.1874 ms/op
WorkloadResult  52: 1 op, 513551561.53 ns, 513.5516 ms/op
WorkloadResult  53: 1 op, 474722239.92 ns, 474.7222 ms/op
WorkloadResult  54: 1 op, 637558217.26 ns, 637.5582 ms/op
WorkloadResult  55: 1 op, 616275643.71 ns, 616.2756 ms/op
WorkloadResult  56: 1 op, 518457398.29 ns, 518.4574 ms/op
WorkloadResult  57: 1 op, 502647278.80 ns, 502.6473 ms/op
WorkloadResult  58: 1 op, 531878744.75 ns, 531.8787 ms/op
WorkloadResult  59: 1 op, 479585313.11 ns, 479.5853 ms/op
WorkloadResult  60: 1 op, 564011291.29 ns, 564.0113 ms/op
WorkloadResult  61: 1 op, 491226839.79 ns, 491.2268 ms/op
WorkloadResult  62: 1 op, 491416282.40 ns, 491.4163 ms/op
WorkloadResult  63: 1 op, 485013293.06 ns, 485.0133 ms/op
WorkloadResult  64: 1 op, 505594544.05 ns, 505.5945 ms/op
WorkloadResult  65: 1 op, 466761801.36 ns, 466.7618 ms/op
WorkloadResult  66: 1 op, 461144806.43 ns, 461.1448 ms/op
WorkloadResult  67: 1 op, 488542570.49 ns, 488.5426 ms/op
WorkloadResult  68: 1 op, 565031630.07 ns, 565.0316 ms/op
WorkloadResult  69: 1 op, 511158939.79 ns, 511.1589 ms/op
WorkloadResult  70: 1 op, 495140561.72 ns, 495.1406 ms/op
WorkloadResult  71: 1 op, 550844388.07 ns, 550.8444 ms/op
WorkloadResult  72: 1 op, 547922780.97 ns, 547.9228 ms/op
WorkloadResult  73: 1 op, 501389602.21 ns, 501.3896 ms/op
WorkloadResult  74: 1 op, 515793655.51 ns, 515.7937 ms/op
WorkloadResult  75: 1 op, 499313858.52 ns, 499.3139 ms/op
WorkloadResult  76: 1 op, 494751413.23 ns, 494.7514 ms/op
WorkloadResult  77: 1 op, 577301781.23 ns, 577.3018 ms/op
WorkloadResult  78: 1 op, 486463405.72 ns, 486.4634 ms/op
WorkloadResult  79: 1 op, 610005649.07 ns, 610.0056 ms/op
WorkloadResult  80: 1 op, 614513784.62 ns, 614.5138 ms/op
WorkloadResult  81: 1 op, 493114423.77 ns, 493.1144 ms/op
WorkloadResult  82: 1 op, 566021179.09 ns, 566.0212 ms/op
WorkloadResult  83: 1 op, 580391449.17 ns, 580.3914 ms/op
WorkloadResult  84: 1 op, 689669903.73 ns, 689.6699 ms/op
WorkloadResult  85: 1 op, 658558551.24 ns, 658.5586 ms/op
WorkloadResult  86: 1 op, 591053690.09 ns, 591.0537 ms/op
WorkloadResult  87: 1 op, 468926493.27 ns, 468.9265 ms/op
WorkloadResult  88: 1 op, 516738302.77 ns, 516.7383 ms/op
WorkloadResult  89: 1 op, 469677849.20 ns, 469.6778 ms/op
WorkloadResult  90: 1 op, 481266776.68 ns, 481.2668 ms/op
WorkloadResult  91: 1 op, 477220060.05 ns, 477.2201 ms/op
WorkloadResult  92: 1 op, 523757515.16 ns, 523.7575 ms/op
WorkloadResult  93: 1 op, 532223846.76 ns, 532.2238 ms/op
WorkloadResult  94: 1 op, 604239836.92 ns, 604.2398 ms/op
WorkloadResult  95: 1 op, 470436474.93 ns, 470.4365 ms/op
WorkloadResult  96: 1 op, 483924104.93 ns, 483.9241 ms/op
WorkloadResult  97: 1 op, 546385002.99 ns, 546.3850 ms/op
WorkloadResult  98: 1 op, 478224576.31 ns, 478.2246 ms/op
WorkloadResult  99: 1 op, 484757566.91 ns, 484.7576 ms/op
WorkloadResult  100: 1 op, 495507900.78 ns, 495.5079 ms/op

// AfterAll
// Benchmark Process 836 has exited with code 0

Mean = 572.0912 ms, StdErr = 8.0966 ms (1.42%); N = 100, StdDev = 80.9662 ms
Min = 461.1448 ms, Q1 = 500.0821 ms, Median = 555.7184 ms, Q3 = 626.4713 ms, Max = 783.7091 ms
IQR = 126.3892 ms, LowerFence = 310.4983 ms, UpperFence = 816.0552 ms
ConfidenceInterval = [544.6312 ms; 599.5511 ms] (CI 99.9%), Margin = 27.4599 ms (4.80% of Mean)
Skewness = 0.59, Kurtosis = 2.29, MValue = 2.92

// **************************
// Benchmark: BuilderBenchmark.GetBuilder: Job-QKUBET(Runtime=.NET Core 3.1) [Count=1000]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "0110b9ad-8c2c-43b5-8595-08793b5f422e.dll" --benchmarkName "bench.core.BuilderBenchmark.GetBuilder(Count: 1000)" --job "Runtime=.NET Core 3.1" --benchmarkId 1 in C:\Users\maxkp\source\repos\bench101\bench.core\bin\Release\netcoreapp2.1\0110b9ad-8c2c-43b5-8595-08793b5f422e\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.1 (CoreCLR 4.700.19.60701, CoreFX 4.700.19.60801), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 761191.55 ns, 761.1915 us/op
WorkloadJitting  1: 1 op, 13376017.08 ns, 13.3760 ms/op

OverheadJitting  2: 16 op, 2073605.51 ns, 129.6003 us/op
WorkloadJitting  2: 16 op, 37668290.68 ns, 2.3543 ms/op

WorkloadPilot    1: 16 op, 42354322.69 ns, 2.6471 ms/op
WorkloadPilot    2: 32 op, 96484877.30 ns, 3.0152 ms/op
WorkloadPilot    3: 64 op, 205852280.09 ns, 3.2164 ms/op
WorkloadPilot    4: 128 op, 296918157.80 ns, 2.3197 ms/op
WorkloadPilot    5: 256 op, 532051081.94 ns, 2.0783 ms/op

OverheadWarmup   1: 256 op, 7697.44 ns, 30.0681 ns/op
OverheadWarmup   2: 256 op, 3848.72 ns, 15.0341 ns/op
OverheadWarmup   3: 256 op, 4276.36 ns, 16.7045 ns/op
OverheadWarmup   4: 256 op, 3848.72 ns, 15.0341 ns/op
OverheadWarmup   5: 256 op, 3421.09 ns, 13.3636 ns/op
OverheadWarmup   6: 256 op, 3421.09 ns, 13.3636 ns/op
OverheadWarmup   7: 256 op, 3421.09 ns, 13.3636 ns/op

OverheadActual   1: 256 op, 3421.09 ns, 13.3636 ns/op
OverheadActual   2: 256 op, 3421.09 ns, 13.3636 ns/op
OverheadActual   3: 256 op, 2993.45 ns, 11.6932 ns/op
OverheadActual   4: 256 op, 4276.36 ns, 16.7045 ns/op
OverheadActual   5: 256 op, 3421.09 ns, 13.3636 ns/op
OverheadActual   6: 256 op, 3421.09 ns, 13.3636 ns/op
OverheadActual   7: 256 op, 3421.09 ns, 13.3636 ns/op
OverheadActual   8: 256 op, 3421.09 ns, 13.3636 ns/op
OverheadActual   9: 256 op, 3848.72 ns, 15.0341 ns/op
OverheadActual  10: 256 op, 4276.36 ns, 16.7045 ns/op
OverheadActual  11: 256 op, 2993.45 ns, 11.6932 ns/op
OverheadActual  12: 256 op, 4276.36 ns, 16.7045 ns/op
OverheadActual  13: 256 op, 3848.72 ns, 15.0341 ns/op
OverheadActual  14: 256 op, 3848.72 ns, 15.0341 ns/op
OverheadActual  15: 256 op, 5559.26 ns, 21.7159 ns/op
OverheadActual  16: 256 op, 3421.09 ns, 13.3636 ns/op
OverheadActual  17: 256 op, 3848.72 ns, 15.0341 ns/op
OverheadActual  18: 256 op, 3421.09 ns, 13.3636 ns/op
OverheadActual  19: 256 op, 3848.72 ns, 15.0341 ns/op
OverheadActual  20: 256 op, 3421.09 ns, 13.3636 ns/op

WorkloadWarmup   1: 256 op, 689112694.41 ns, 2.6918 ms/op
WorkloadWarmup   2: 256 op, 735169914.63 ns, 2.8718 ms/op
WorkloadWarmup   3: 256 op, 685842991.84 ns, 2.6791 ms/op
WorkloadWarmup   4: 256 op, 492853565.99 ns, 1.9252 ms/op
WorkloadWarmup   5: 256 op, 503852356.21 ns, 1.9682 ms/op
WorkloadWarmup   6: 256 op, 494368251.64 ns, 1.9311 ms/op

// BeforeActualRun
WorkloadActual   1: 256 op, 474699147.59 ns, 1.8543 ms/op
WorkloadActual   2: 256 op, 489221228.35 ns, 1.9110 ms/op
WorkloadActual   3: 256 op, 494248086.01 ns, 1.9307 ms/op
WorkloadActual   4: 256 op, 498308486.99 ns, 1.9465 ms/op
WorkloadActual   5: 256 op, 493125114.66 ns, 1.9263 ms/op
WorkloadActual   6: 256 op, 480198970.34 ns, 1.8758 ms/op
WorkloadActual   7: 256 op, 482414123.27 ns, 1.8844 ms/op
WorkloadActual   8: 256 op, 482601855.34 ns, 1.8852 ms/op
WorkloadActual   9: 256 op, 485511488.65 ns, 1.8965 ms/op
WorkloadActual  10: 256 op, 485376783.40 ns, 1.8960 ms/op
WorkloadActual  11: 256 op, 480025777.88 ns, 1.8751 ms/op
WorkloadActual  12: 256 op, 503270771.66 ns, 1.9659 ms/op
WorkloadActual  13: 256 op, 479334290.95 ns, 1.8724 ms/op
WorkloadActual  14: 256 op, 482604848.79 ns, 1.8852 ms/op
WorkloadActual  15: 256 op, 482723303.88 ns, 1.8856 ms/op

// AfterActualRun
WorkloadResult   1: 256 op, 474695726.51 ns, 1.8543 ms/op
WorkloadResult   2: 256 op, 489217807.26 ns, 1.9110 ms/op
WorkloadResult   3: 256 op, 494244664.92 ns, 1.9306 ms/op
WorkloadResult   4: 256 op, 498305065.90 ns, 1.9465 ms/op
WorkloadResult   5: 256 op, 493121693.57 ns, 1.9263 ms/op
WorkloadResult   6: 256 op, 480195549.25 ns, 1.8758 ms/op
WorkloadResult   7: 256 op, 482410702.18 ns, 1.8844 ms/op
WorkloadResult   8: 256 op, 482598434.25 ns, 1.8852 ms/op
WorkloadResult   9: 256 op, 485508067.56 ns, 1.8965 ms/op
WorkloadResult  10: 256 op, 485373362.32 ns, 1.8960 ms/op
WorkloadResult  11: 256 op, 480022356.79 ns, 1.8751 ms/op
WorkloadResult  12: 256 op, 503267350.57 ns, 1.9659 ms/op
WorkloadResult  13: 256 op, 479330869.87 ns, 1.8724 ms/op
WorkloadResult  14: 256 op, 482601427.70 ns, 1.8852 ms/op
WorkloadResult  15: 256 op, 482719882.79 ns, 1.8856 ms/op

// AfterAll
// Benchmark Process 7120 has exited with code 0

Mean = 1.8994 ms, StdErr = 0.0079 ms (0.42%); N = 15, StdDev = 0.0307 ms
Min = 1.8543 ms, Q1 = 1.8758 ms, Median = 1.8856 ms, Q3 = 1.9263 ms, Max = 1.9659 ms
IQR = 0.0505 ms, LowerFence = 1.8000 ms, UpperFence = 2.0020 ms
ConfidenceInterval = [1.8665 ms; 1.9322 ms] (CI 99.9%), Margin = 0.0329 ms (1.73% of Mean)
Skewness = 0.69, Kurtosis = 2.35, MValue = 2

// **************************
// Benchmark: BuilderBenchmark.GetConcatenated: Job-QKUBET(Runtime=.NET Core 3.1) [Count=100000]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "0110b9ad-8c2c-43b5-8595-08793b5f422e.dll" --benchmarkName "bench.core.BuilderBenchmark.GetConcatenated(Count: 100000)" --job "Runtime=.NET Core 3.1" --benchmarkId 2 in C:\Users\maxkp\source\repos\bench101\bench.core\bin\Release\netcoreapp2.1\0110b9ad-8c2c-43b5-8595-08793b5f422e\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.1 (CoreCLR 4.700.19.60701, CoreFX 4.700.19.60801), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 694052.74 ns, 694.0527 us/op
